order_id,product,price,quantity,total,region,timestamp
ORD00317,Laptop,1086.19,4,4344.76,Asia,2024-12-25 20:00:33
ORD00324,Headphones,743.33,3,2229.99,Europe,2025-01-15 20:00:33
ORD00372,Headphones,1358.26,1,1358.26,Africa,2024-08-27 20:00:33
ORD00388,Laptop,1244.53,5,6222.65,North America,2024-08-10 20:00:33
ORD00448,Headphones,466.92,5,2334.6,Asia,2025-03-19 20:00:33
ORD00463,Headphones,1121.78,3,3365.34,North America,2024-08-16 20:00:33
ORD00467,Monitor,274.43,4,1097.72,Africa,2024-12-15 20:00:33
ORD00502,Smartphone,1428.71,4,5714.84,South America,2024-11-20 20:00:33
ORD00520,Headphones,1358.14,1,1358.14,North America,2025-05-31 20:00:33
ORD00526,Smartphone,968.74,3,2906.22,North America,2025-05-18 20:00:33
ORD00563,Headphones,77.68,5,388.4,Africa,2025-05-07 20:00:33
ORD00668,Smartphone,217.83,3,653.49,Asia,2024-08-08 20:00:33
ORD00669,Keyboard,317.3,3,951.9,North America,2024-07-23 20:00:33
ORD00745,Smartphone,385.19,3,1155.57,South America,2024-10-05 20:00:33
ORD00797,Headphones,967.08,1,967.08,Africa,2024-09-07 20:00:33
ORD00798,Mouse,698.81,2,1397.62,South America,2025-03-03 20:00:33
ORD00874,Monitor,862.61,5,4313.05,South America,2025-05-28 20:00:33
ORD00900,Laptop,796.89,5,3984.45,North America,2025-04-11 20:00:33
ORD00912,Smartphone,1493.49,1,1493.49,North America,2024-08-16 20:00:33
ORD00933,Keyboard,646.76,1,646.76,Europe,2025-03-15 20:00:33
ORD00938,Mouse,817.39,2,1634.78,South America,2024-07-17 20:00:33
ORD00944,Headphones,441.2,4,1764.8,South America,2025-04-24 20:00:33
ORD00959,Headphones,296.44,2,592.88,Africa,2024-07-17 20:00:33
ORD00995,Keyboard,873.16,1,873.16,South America,2025-04-08 20:00:33
ORD00015,Tablet,1469.8,4,5879.2,Africa,2024-10-04 20:00:33
ORD00044,Headphones,1177.44,4,4709.76,Asia,2025-04-18 20:00:33
ORD00135,Laptop,1013.87,2,2027.74,Europe,2025-04-14 20:00:33
ORD00224,Mouse,868.61,5,4343.05,Asia,2024-10-25 20:00:33
ORD00240,Mouse,442.39,2,884.78,South America,2024-09-07 20:00:33
ORD00303,Tablet,272.51,4,1090.04,Europe,2024-09-25 20:00:33
ORD00330,Monitor,1119.38,3,3358.14,Asia,2024-08-14 20:00:33
ORD00422,Tablet,1023.86,4,4095.44,Europe,2025-06-15 20:00:33
ORD00474,Tablet,1345.95,5,6729.75,Europe,2024-08-28 20:00:33
ORD00479,Monitor,735.47,1,735.47,South America,2025-01-23 20:00:33
ORD00496,Keyboard,574.74,4,2298.96,Europe,2024-12-15 20:00:33
ORD00522,Mouse,968.88,2,1937.76,North America,2024-12-18 20:00:33
ORD00572,Smartphone,1304.02,5,6520.1,Africa,2024-08-21 20:00:33
ORD00580,Smartphone,1141.81,2,2283.62,North America,2025-06-02 20:00:33
ORD00620,Monitor,1258.85,2,2517.7,South America,2024-11-02 20:00:33
ORD00639,Tablet,1266.89,4,5067.56,Africa,2025-02-27 20:00:33
ORD00649,Headphones,918.51,1,918.51,South America,2024-09-09 20:00:33
ORD00673,Mouse,135.54,4,542.16,North America,2024-07-25 20:00:33
ORD00698,Monitor,993.56,4,3974.24,South America,2024-09-06 20:00:33
ORD00709,Smartphone,1107.14,5,5535.7,Europe,2025-04-26 20:00:33
ORD00721,Tablet,921.21,1,921.21,Africa,2024-11-09 20:00:33
ORD00755,Monitor,907.74,5,4538.7,Africa,2024-09-30 20:00:33
ORD00770,Mouse,1239.2,5,6196.0,Africa,2025-04-19 20:00:33
ORD00780,Laptop,1134.91,2,2269.82,South America,2025-04-01 20:00:33
ORD00849,Keyboard,146.37,2,292.74,South America,2024-11-25 20:00:33
ORD00861,Laptop,318.34,3,955.02,North America,2025-05-11 20:00:33
ORD00880,Mouse,193.58,1,193.58,North America,2025-06-18 20:00:33
ORD00885,Headphones,632.07,5,3160.35,North America,2024-09-06 20:00:33
ORD00905,Keyboard,627.49,2,1254.98,Europe,2025-04-12 20:00:33
ORD00006,Monitor,1196.61,3,3589.83,Africa,2024-11-18 20:00:33
ORD00018,Laptop,1193.98,4,4775.92,North America,2025-01-24 20:00:33
ORD00021,Monitor,564.82,3,1694.46,North America,2025-01-16 20:00:33
ORD00034,Tablet,1455.39,4,5821.56,Europe,2025-06-01 20:00:33
ORD00069,Monitor,430.52,5,2152.6,North America,2025-05-08 20:00:33
ORD00116,Smartphone,605.43,3,1816.29,Asia,2024-10-24 20:00:33
ORD00140,Headphones,672.5,5,3362.5,Africa,2025-02-26 20:00:33
ORD00194,Mouse,905.43,4,3621.72,South America,2024-12-27 20:00:33
ORD00207,Tablet,255.25,5,1276.25,Africa,2024-10-15 20:00:33
ORD00220,Headphones,1412.47,5,7062.35,South America,2025-04-19 20:00:33
ORD00256,Keyboard,780.24,3,2340.72,Africa,2024-09-12 20:00:33
ORD00289,Mouse,143.12,2,286.24,South America,2024-10-10 20:00:33
ORD00306,Headphones,1005.08,5,5025.4,Africa,2024-10-08 20:00:33
ORD00321,Keyboard,1244.26,5,6221.3,North America,2025-05-21 20:00:33
ORD00322,Keyboard,118.41,5,592.05,Africa,2025-05-19 20:00:33
ORD00363,Headphones,152.07,5,760.35,North America,2025-05-07 20:00:33
ORD00429,Laptop,707.85,2,1415.7,North America,2025-01-19 20:00:33
ORD00486,Laptop,636.65,2,1273.3,Africa,2025-01-16 20:00:33
ORD00564,Mouse,669.76,3,2009.28,North America,2025-04-07 20:00:33
ORD00603,Monitor,1380.56,2,2761.12,Asia,2024-12-31 20:00:33
ORD00643,Keyboard,836.91,4,3347.64,South America,2024-10-08 20:00:33
ORD00652,Headphones,763.2,4,3052.8,Europe,2025-02-25 20:00:33
ORD00654,Smartphone,1290.63,5,6453.15,Asia,2025-06-12 20:00:33
ORD00672,Laptop,952.01,4,3808.04,Asia,2024-08-05 20:00:33
ORD00737,Headphones,824.17,1,824.17,South America,2025-04-18 20:00:33
ORD00764,Headphones,1393.34,5,6966.7,North America,2024-11-08 20:00:33
ORD00782,Smartphone,416.29,4,1665.16,North America,2024-08-15 20:00:33
ORD00809,Smartphone,712.54,2,1425.08,Asia,2025-01-09 20:00:33
ORD00825,Smartphone,446.66,1,446.66,Africa,2024-08-17 20:00:33
ORD00831,Headphones,1445.94,4,5783.76,North America,2024-11-15 20:00:33
ORD00914,Smartphone,893.54,4,3574.16,North America,2025-05-17 20:00:33
ORD00918,Monitor,1009.94,3,3029.82,Europe,2025-06-09 20:00:33
ORD00941,Headphones,416.89,3,1250.67,North America,2025-01-14 20:00:33
ORD00974,Headphones,573.98,5,2869.9,South America,2025-01-31 20:00:33
ORD00999,Smartphone,259.89,3,779.67,Asia,2025-07-02 20:00:33
ORD00014,Smartphone,780.87,4,3123.48,South America,2024-10-01 20:00:33
ORD00059,Smartphone,435.3,5,2176.5,South America,2025-02-05 20:00:33
ORD00202,Keyboard,1015.05,4,4060.2,Africa,2025-03-26 20:00:33
ORD00218,Tablet,551.49,4,2205.96,Africa,2025-04-09 20:00:33
ORD00268,Laptop,1360.23,2,2720.46,South America,2024-09-27 20:00:33
ORD00311,Tablet,686.7,2,1373.4,Africa,2024-11-28 20:00:33
ORD00395,Laptop,573.13,3,1719.39,Europe,2025-04-14 20:00:33
ORD00458,Keyboard,156.8,4,627.2,Africa,2024-12-12 20:00:33
ORD00478,Smartphone,638.6,2,1277.2,North America,2025-02-01 20:00:33
ORD00499,Smartphone,539.06,4,2156.24,South America,2025-03-28 20:00:33
ORD00504,Mouse,689.78,5,3448.9,Africa,2024-11-08 20:00:33
ORD00553,Headphones,127.15,2,254.3,Africa,2024-12-17 20:00:33
ORD00574,Mouse,55.01,2,110.02,Europe,2025-01-28 20:00:33
ORD00577,Monitor,1388.21,3,4164.63,Asia,2025-03-21 20:00:33
ORD00600,Headphones,755.09,5,3775.45,North America,2025-02-16 20:00:33
ORD00632,Laptop,137.11,5,685.55,North America,2024-12-18 20:00:33
ORD00695,Tablet,820.27,4,3281.08,North America,2024-09-18 20:00:33
ORD00763,Monitor,154.85,3,464.55,Asia,2024-12-29 20:00:33
ORD00820,Laptop,725.16,5,3625.8,Europe,2024-08-24 20:00:33
ORD00838,Headphones,1194.85,2,2389.7,Asia,2024-09-15 20:00:33
ORD00851,Headphones,1120.77,4,4483.08,South America,2025-04-13 20:00:33
ORD00001,Tablet,1042.62,3,3127.86,South America,2024-09-01 20:00:33
ORD00030,Monitor,1383.87,2,2767.74,South America,2025-05-23 20:00:33
ORD00052,Mouse,283.88,3,851.64,South America,2024-11-09 20:00:33
ORD00110,Keyboard,779.98,4,3119.92,South America,2025-04-09 20:00:33
ORD00160,Mouse,1468.51,1,1468.51,North America,2024-11-17 20:00:33
ORD00166,Monitor,1397.19,3,4191.57,South America,2024-07-10 20:00:33
ORD00185,Headphones,933.46,1,933.46,South America,2025-05-19 20:00:33
ORD00195,Keyboard,236.61,4,946.44,Europe,2025-01-08 20:00:33
ORD00284,Monitor,1049.61,3,3148.83,North America,2024-10-13 20:00:33
ORD00291,Laptop,932.45,2,1864.9,Asia,2024-09-06 20:00:33
ORD00302,Tablet,1347.96,4,5391.84,Africa,2025-01-08 20:00:33
ORD00327,Monitor,515.14,4,2060.56,Africa,2025-02-11 20:00:33
ORD00390,Smartphone,988.64,3,2965.92,Africa,2025-06-04 20:00:33
ORD00400,Headphones,536.76,2,1073.52,Africa,2025-05-23 20:00:33
ORD00428,Mouse,509.76,2,1019.52,Africa,2025-04-28 20:00:33
ORD00487,Mouse,533.57,4,2134.28,South America,2025-01-07 20:00:33
ORD00491,Tablet,714.51,2,1429.02,Asia,2024-09-12 20:00:33
ORD00555,Smartphone,1255.62,4,5022.48,North America,2024-10-22 20:00:33
ORD00583,Tablet,1353.35,3,4060.05,North America,2024-07-26 20:00:33
ORD00634,Keyboard,558.53,1,558.53,Europe,2025-02-04 20:00:33
ORD00813,Tablet,1418.18,5,7090.9,Asia,2025-03-14 20:00:33
ORD00834,Monitor,924.71,3,2774.13,Asia,2025-02-27 20:00:33
ORD00871,Smartphone,497.25,3,1491.75,North America,2024-08-03 20:00:33
ORD00878,Smartphone,443.56,2,887.12,Europe,2024-08-10 20:00:33
ORD00883,Smartphone,597.85,1,597.85,Europe,2024-10-24 20:00:33
ORD00897,Headphones,403.6,2,807.2,Europe,2024-09-19 20:00:33
ORD00954,Keyboard,1200.36,2,2400.72,Europe,2025-03-18 20:00:33
ORD00105,Monitor,932.7,2,1865.4,South America,2024-12-27 20:00:33
ORD00128,Keyboard,749.02,3,2247.06,North America,2024-07-28 20:00:33
ORD00162,Headphones,699.79,5,3498.95,South America,2024-11-25 20:00:33
ORD00257,Headphones,984.81,3,2954.43,North America,2025-06-30 20:00:33
ORD00333,Monitor,284.53,2,569.06,North America,2024-10-22 20:00:33
ORD00353,Mouse,997.63,3,2992.89,North America,2024-12-08 20:00:33
ORD00359,Monitor,1426.2,3,4278.6,Asia,2024-12-15 20:00:33
ORD00410,Mouse,555.88,3,1667.64,Africa,2025-03-31 20:00:33
ORD00413,Tablet,832.0,5,4160.0,Asia,2024-10-25 20:00:33
ORD00432,Laptop,1198.85,5,5994.25,North America,2024-11-20 20:00:33
ORD00434,Headphones,1085.36,5,5426.8,North America,2025-04-11 20:00:33
ORD00449,Headphones,933.32,5,4666.6,South America,2024-10-11 20:00:33
ORD00452,Laptop,1427.26,2,2854.52,Africa,2025-03-18 20:00:33
ORD00567,Keyboard,1173.12,3,3519.36,Europe,2024-08-14 20:00:33
ORD00609,Keyboard,449.77,1,449.77,Europe,2025-03-21 20:00:33
ORD00616,Keyboard,85.72,1,85.72,North America,2025-03-11 20:00:33
ORD00655,Monitor,1451.71,2,2903.42,South America,2024-12-19 20:00:33
ORD00667,Keyboard,687.95,5,3439.75,Africa,2024-07-17 20:00:33
ORD00814,Keyboard,810.29,3,2430.87,South America,2024-12-03 20:00:33
ORD00816,Laptop,191.71,1,191.71,North America,2024-07-24 20:00:33
ORD00826,Monitor,770.88,3,2312.64,Africa,2025-02-22 20:00:33
ORD00836,Tablet,358.13,5,1790.65,Europe,2025-06-15 20:00:33
ORD00859,Monitor,579.15,4,2316.6,Asia,2024-11-14 20:00:33
ORD00921,Tablet,373.9,1,373.9,Europe,2024-08-18 20:00:33
ORD00025,Laptop,647.02,2,1294.04,North America,2024-08-14 20:00:33
ORD00064,Laptop,178.3,5,891.5,South America,2024-09-03 20:00:33
ORD00080,Mouse,1209.28,4,4837.12,South America,2024-08-09 20:00:33
ORD00100,Tablet,668.28,3,2004.84,Asia,2025-01-28 20:00:33
ORD00158,Keyboard,995.28,4,3981.12,Africa,2024-08-06 20:00:33
ORD00189,Mouse,153.68,4,614.72,Europe,2024-10-08 20:00:33
ORD00212,Headphones,709.87,2,1419.74,Africa,2025-04-10 20:00:33
ORD00354,Headphones,822.59,1,822.59,North America,2024-07-26 20:00:33
ORD00370,Mouse,113.24,4,452.96,Asia,2024-11-28 20:00:33
ORD00438,Tablet,642.75,3,1928.25,Asia,2024-09-29 20:00:33
ORD00469,Mouse,567.14,4,2268.56,Africa,2024-07-05 20:00:33
ORD00477,Headphones,927.1,2,1854.2,North America,2025-01-17 20:00:33
ORD00505,Keyboard,542.11,1,542.11,Asia,2024-08-03 20:00:33
ORD00516,Headphones,849.02,4,3396.08,Africa,2024-09-30 20:00:33
ORD00517,Headphones,661.16,3,1983.48,Africa,2024-09-07 20:00:33
ORD00534,Laptop,144.66,1,144.66,South America,2025-06-17 20:00:33
ORD00602,Laptop,1448.3,5,7241.5,Asia,2024-07-25 20:00:33
ORD00641,Keyboard,1245.92,4,4983.68,Africa,2025-01-23 20:00:33
ORD00685,Tablet,1126.83,4,4507.32,North America,2025-02-11 20:00:33
ORD00749,Tablet,138.07,4,552.28,Africa,2024-08-09 20:00:33
ORD00790,Keyboard,1157.26,4,4629.04,Europe,2025-03-31 20:00:33
ORD00870,Keyboard,412.19,3,1236.57,South America,2025-02-03 20:00:33
ORD00936,Headphones,1384.89,2,2769.78,Asia,2024-10-12 20:00:33
ORD00970,Laptop,1427.83,4,5711.32,Asia,2024-09-19 20:00:33
ORD00972,Mouse,1056.1,5,5280.5,Asia,2024-12-07 20:00:33
ORD00994,Headphones,1127.2,2,2254.4,South America,2024-12-21 20:00:33
ORD00002,Keyboard,885.47,5,4427.35,North America,2025-06-02 20:00:33
ORD00027,Laptop,1004.66,5,5023.3,Europe,2025-06-14 20:00:33
ORD00047,Smartphone,780.72,3,2342.16,Asia,2025-01-06 20:00:33
ORD00148,Keyboard,161.0,5,805.0,North America,2025-05-21 20:00:33
ORD00200,Smartphone,662.29,2,1324.58,North America,2025-04-10 20:00:33
ORD00223,Keyboard,548.19,5,2740.95,Asia,2024-07-27 20:00:33
ORD00245,Tablet,936.03,3,2808.09,Africa,2024-08-03 20:00:33
ORD00296,Headphones,1352.91,3,4058.73,North America,2025-03-11 20:00:33
ORD00312,Keyboard,791.52,3,2374.56,Asia,2025-01-20 20:00:33
ORD00408,Laptop,1092.38,2,2184.76,Africa,2025-07-01 20:00:33
ORD00425,Tablet,546.77,1,546.77,North America,2025-05-26 20:00:33
ORD00514,Keyboard,459.93,2,919.86,Africa,2025-04-23 20:00:33
ORD00608,Mouse,61.84,2,123.68,South America,2025-01-07 20:00:33
ORD00693,Mouse,238.61,3,715.83,Africa,2024-08-27 20:00:33
ORD00732,Smartphone,558.63,5,2793.15,South America,2025-05-24 20:00:33
ORD00766,Laptop,237.65,5,1188.25,Asia,2025-04-17 20:00:33
ORD00784,Laptop,260.86,5,1304.3,Africa,2025-05-26 20:00:33
ORD00793,Mouse,725.04,1,725.04,North America,2025-05-12 20:00:33
ORD00800,Keyboard,322.62,1,322.62,Europe,2024-11-07 20:00:33
ORD00803,Laptop,391.51,2,783.02,Africa,2025-05-29 20:00:33
ORD00867,Mouse,1413.99,2,2827.98,Europe,2024-12-15 20:00:33
ORD00902,Smartphone,541.43,3,1624.29,Africa,2024-11-17 20:00:33
ORD00919,Smartphone,230.42,2,460.84,Europe,2025-03-20 20:00:33
ORD00988,Keyboard,1368.74,1,1368.74,Africa,2025-06-08 20:00:33
ORD00011,Keyboard,919.57,3,2758.71,Asia,2024-10-12 20:00:33
ORD00033,Smartphone,375.77,1,375.77,Asia,2025-02-19 20:00:33
ORD00054,Keyboard,673.17,2,1346.34,North America,2025-06-07 20:00:33
ORD00079,Mouse,1040.32,2,2080.64,Asia,2025-05-26 20:00:33
ORD00091,Mouse,594.52,5,2972.6,Africa,2024-12-30 20:00:33
ORD00094,Headphones,426.61,5,2133.05,South America,2025-06-21 20:00:33
ORD00172,Tablet,90.3,4,361.2,Asia,2025-05-04 20:00:33
ORD00182,Tablet,1408.7,4,5634.8,South America,2025-04-28 20:00:33
ORD00201,Mouse,308.54,2,617.08,South America,2025-04-10 20:00:33
ORD00313,Mouse,139.51,2,279.02,South America,2024-09-30 20:00:33
ORD00319,Headphones,577.32,1,577.32,Africa,2024-08-18 20:00:33
ORD00332,Smartphone,571.7,5,2858.5,North America,2024-10-13 20:00:33
ORD00340,Mouse,991.48,2,1982.96,Africa,2025-05-14 20:00:33
ORD00347,Keyboard,266.56,2,533.12,Asia,2025-04-16 20:00:33
ORD00385,Tablet,282.03,4,1128.12,Africa,2025-03-13 20:00:33
ORD00418,Mouse,496.83,2,993.66,Asia,2024-10-30 20:00:33
ORD00435,Monitor,1425.34,2,2850.68,Africa,2025-05-25 20:00:33
ORD00460,Laptop,546.6,2,1093.2,South America,2024-11-19 20:00:33
ORD00507,Tablet,629.51,2,1259.02,South America,2024-07-10 20:00:33
ORD00541,Keyboard,706.96,4,2827.84,North America,2024-12-07 20:00:33
ORD00589,Tablet,1120.26,4,4481.04,Europe,2025-01-12 20:00:33
ORD00648,Keyboard,486.01,5,2430.05,Europe,2025-06-01 20:00:33
ORD00691,Headphones,1015.66,4,4062.64,North America,2025-06-29 20:00:33
ORD00717,Laptop,509.81,5,2549.05,South America,2025-04-19 20:00:33
ORD00734,Headphones,88.13,5,440.65,Asia,2024-09-07 20:00:33
ORD00753,Smartphone,323.39,1,323.39,Asia,2024-12-30 20:00:33
ORD00792,Smartphone,473.23,4,1892.92,Europe,2024-08-12 20:00:33
ORD00802,Monitor,612.08,3,1836.24,North America,2025-01-28 20:00:33
ORD00821,Monitor,273.65,2,547.3,Africa,2024-09-25 20:00:33
ORD00822,Smartphone,124.45,1,124.45,Africa,2024-08-14 20:00:33
ORD00852,Monitor,161.14,1,161.14,South America,2025-06-08 20:00:33
ORD00891,Monitor,658.22,4,2632.88,Europe,2024-12-06 20:00:33
ORD00907,Mouse,861.1,4,3444.4,Asia,2024-08-18 20:00:33
ORD00916,Mouse,168.0,3,504.0,Africa,2025-02-11 20:00:33
ORD00993,Headphones,175.12,1,175.12,Europe,2024-11-30 20:00:33
ORD00062,Laptop,834.04,3,2502.12,South America,2024-07-10 20:00:33
